Aluminium,Elevation,Nitrogen,Organic Carbon,PH,Soil Moisture,Texture,Variance,Yield,cluster
47,562,59,2,69,8.173928261,6,0.01157933846,1.203600049,1
44,12,56,2,66,0.6350000501,6,0.0162167158,1.428599954,1
46,604,62,2,65,5.29102087,6,0.002724056365,0.9472500086,1
48,915,84,4,59,11.05469418,3,0.03138823435,1.509750009,4
46,211,70,2,65,7.74776125,6,0.01684725285,1.139549971,1
51,2364,121,7,60,6.775710106,1,0.05802590027,1.59829998,3
47,701,55,3,62,6.153415203,6,0.003928002436,0.8218500018,1
45,94,81,2,57,7.281767368,6,0.02374592796,1.310850024,1
47,1045,54,2,63,6.637675762,6,0.02655143291,1.308300018,1
43,25,59,2,63,6.372194767,9,0.02940591797,1.352450013,1
50,1535,77,2,60,6.495947361,6,0.008620684966,1.232650042,4
56,1545,78,5,59,22.86232758,1,0.0422718823,1.900200009,2
46,99,88,3,62,0.6350000501,6,0.005558769219,1.180349946,1
47,1222,59,2,60,5.276130676,6,0.038000945,1.443799973,1
46,173,52,1,66,5.36279583,9,0.03329521418,0.7178999782,1
56,1369,66,4,54,22.78585052,1,0.02089834213,1.857949972,2
48,231,63,2,66,4.577061176,9,0.01870837249,1.297850013,1
54,2220,92,4,59,18.46917534,1,0.3797266483,3.430850029,0
48,684,52,1,67,6.959218502,6,0.04020817578,1.452450037,1
47,53,73,2,60,7.281767368,6,0.02440791391,1.404049993,1
44,595,68,2,64,5.005792141,6,0.008076123893,1.021049976,1
49,1500,78,2,67,7.467814445,4,0.02561994456,1.259500027,4
45,1979,93,4,61,18.38701248,4,0.1559413075,2.223649979,4
45,721,55,2,62,5.208451271,6,0.01641575061,0.8203999996,1
53,1940,93,3,60,18.38701248,4,0.188000083,2.452399969,2
54,2056,99,5,63,6.606188297,1,0.01582264341,1.663100004,4
43,679,56,2,62,5.005792141,6,0.007588722743,0.7990499735,1
46,3226,162,12,56,16.75114441,7,0.006935566198,2.094099998,3
56,2795,130,8,55,18.1607132,4,0.5568774939,3.917299986,0
49,1249,80,4,67,6.748383045,1,0.01771485619,0.9735000134,4
54,1188,71,3,58,18.45620918,3,0.02273877524,1.737300038,2
48,589,54,2,65,5.186770439,6,0.00191576872,0.9017999768,1
58,2539,137,8,54,18.1607132,4,0.3829612732,3.012399912,0
53,1762,115,9,56,19.75752831,1,0.02211123519,1.552049994,3
56,2054,111,5,56,20.53647995,1,0.2619039714,2.845449924,0
53,1451,80,4,62,10.63206768,1,0.05245997384,1.312600017,4
57,2076,96,5,62,5.880603313,4,0.04100383818,1.797899961,4
56,2249,115,8,59,5.880603313,1,0.02611783519,1.878149986,3
54,1413,62,4,60,20.47533417,1,0.02176559158,1.865700006,2
49,1492,66,2,64,7.467814445,6,0.04977297038,1.500949979,1
59,1413,111,4,58,13.87384796,1,0.05110950768,1.393149972,2
48,1103,68,3,58,5.276130676,3,0.03011198342,1.413249969,4
60,2162,133,6,51,20.81811714,4,0.02632263675,1.819949985,3
56,1438,93,5,62,12.24644375,1,0.008684531786,1.460350037,2
44,882,56,2,63,4.621278763,6,0.01459650602,1.182700038,1
46,956,53,2,62,4.854311943,6,0.007559230551,0.9111499786,1
48,1090,78,3,57,13.87384796,1,0.03325640783,1.427549958,4
56,2285,114,5,60,10.34131336,1,0.03084288351,1.873000026,3
59,2082,129,7,56,20.81811714,1,0.02233617939,1.508849978,3
57,1522,81,5,57,22.86232758,1,0.01434568688,1.864750028,2
46,1056,61,2,60,5.32907486,6,0.00476731034,0.9221500158,1
45,658,59,2,62,5.142932415,6,0.006475546863,1.214599967,1
55,1270,68,4,56,20.47533417,4,0.0339781642,1.835749984,2
49,1034,75,2,61,5.705182076,3,0.01102986746,1.096950054,4
47,61,56,2,60,6.391897678,6,0.01408496965,1.230499983,1
48,941,74,2,62,7.301342487,6,0.02179897204,1.339900017,1
46,1004,87,4,67,5.880603313,4,0.1218207479,2.683000088,4
55,1208,74,4,58,21.16743279,4,0.005416943692,1.482750058,2
48,1039,71,2,66,4.874920368,6,0.01237200107,0.9093999863,1
46,701,61,2,64,4.297014713,3,0.008285145275,0.8410000205,1
55,1974,116,6,61,10.82009888,1,0.04353092611,1.802000046,3
48,601,56,2,67,4.397960186,6,0.001119922264,0.9567499757,1
44,10,90,2,61,9.543818474,6,0.002300209599,1.226699948,1
56,2003,118,5,60,6.469658852,1,0.03618034348,1.797299981,3
44,633,54,2,63,5.29102087,6,0.008583970368,1.160400033,1
46,563,60,2,70,4.734521866,6,0.008563525975,1.166849971,1
46,591,50,2,62,5.086588383,6,0.002859071363,0.8455500007,1
56,1797,84,4,60,15.75392628,1,0.01609504968,1.634349942,2
56,1526,100,5,53,22.19878006,1,0.03562563658,1.823300004,2
57,1462,94,5,53,22.19878006,1,0.03509018943,1.819599986,2
46,783,56,2,70,7.68307972,6,0.02142928541,1.325749993,1
55,1764,114,5,55,20.81811714,1,0.004891991615,1.604249954,3
49,127,76,2,57,7.281767368,6,0.01808277518,1.539849997,1
46,152,56,2,65,5.36279583,9,0.01199438237,1.131899953,1
55,1431,65,4,60,20.47533417,4,0.03661305457,1.834900022,2
49,780,66,2,68,7.68307972,1,0.01785796136,1.465299964,4
58,1804,98,5,56,19.17979622,1,0.01433160342,1.641849995,2
55,2431,139,9,56,16.26383781,4,0.5382903218,3.748399973,0
54,1887,98,4,65,16.55594635,1,0.1206351444,2.583800077,2
47,109,63,2,61,6.394533634,6,0.02935386635,1.307250023,1
48,1041,73,2,65,10.38089371,3,0.01821290702,1.234150052,4
56,2342,122,7,57,9.580809593,4,0.07409903407,1.987650037,3
57,1779,116,8,54,20.81811714,1,0.009819276631,1.532899976,3
58,2641,130,9,57,16.18502426,4,0.4086168408,3.183300018,0
53,2424,112,6,62,15.15795326,4,0.03134965897,1.710199952,3
47,629,62,2,68,7.585030556,3,0.01281739306,1.239249945,1
47,740,81,2,61,4.621278763,3,0.01602648012,1.104650021,1
57,2342,113,5,59,9.580809593,1,0.0234778896,1.802449942,3
47,264,53,2,63,5.596578121,6,0.005479132291,0.991050005,1
53,1212,63,4,59,20.47533417,4,0.03324693069,1.753149986,2
59,1550,107,5,55,10.97380257,1,0.04324090108,1.386700034,3
57,1316,91,4,58,6.669222355,1,0.06946188956,1.22179997,2
54,2821,135,9,59,10.31520844,4,0.06510806084,1.336199999,3
58,2578,128,6,56,16.18502426,4,0.481608361,3.462349892,0
56,1508,72,4,59,10.89016056,1,0.01880293153,1.347599983,2
45,227,54,2,67,8.001791954,6,0.0135406917,1.18780005,1
51,1660,85,4,65,16.55594635,1,0.3370636106,3.122849941,0
43,1015,67,2,58,5.276130676,6,0.005982147064,1.053200006,1
55,1345,79,5,59,25.39999962,1,0.007651041728,1.578349948,2
57,1672,82,5,55,20.11994362,1,0.02480160259,1.935299993,2
49,1904,87,3,68,6.606188297,4,0.03316238895,1.547150016,4
47,1286,86,4,67,15.18422127,1,0.6487143636,3.447949886,0
52,1870,110,4,56,12.68871689,1,0.009107688442,1.984300017,3
56,1802,91,6,58,18.35881233,3,0.01320529263,1.694149971,2
45,680,70,2,62,5.005792141,6,0.006753123831,0.8600999713,1
46,773,55,2,63,5.142932415,6,0.00387726957,0.9437999725,1
54,1221,73,3,65,12.24644375,3,0.009495437145,1.441050053,4
57,1859,111,6,56,20.81811714,1,0.01303164382,1.578750014,3
45,969,62,2,61,4.854311943,6,0.006738594268,0.8802999854,1
56,1769,118,7,55,18.14617348,1,0.01060110144,1.538599968,3
56,1631,104,7,55,11.69568157,1,0.002700139536,1.641649961,3
49,2186,98,5,63,6.775710106,4,0.04208132252,1.668949962,4
55,1421,91,4,63,12.98832226,4,0.3713620603,3.249550104,0
49,1118,81,4,57,13.87384796,1,0.03443144262,1.379299998,2
50,64,77,2,59,6.391897678,6,0.02624451183,1.293550014,1
55,1980,90,4,56,19.92481995,1,0.3547957838,3.42050004,0
54,2296,95,4,58,18.38701248,1,0.4122883976,3.501950026,0
56,1854,101,6,58,12.68871689,1,0.006200851407,2.089849949,3
47,170,54,2,68,5.36279583,9,0.01839648187,1.120249987,1
55,2428,103,5,55,18.46917534,1,0.4486089647,3.114249945,0
55,2009,93,5,57,20.53647995,1,0.3630594313,3.5160501,0
57,1525,96,5,54,22.31351089,1,0.02025768347,1.896600008,2
49,1657,85,4,65,10.82009888,1,0.2184539139,2.822700024,4
57,1609,77,5,56,21.88551903,1,0.02233059704,2.075900078,2
50,2205,94,3,65,9.759883881,4,0.0119059626,1.630200028,4
45,169,64,2,63,6.372194767,6,0.007904180326,0.8634499907,1
47,766,67,2,62,4.621278763,6,0.01147112809,1.148949981,1
47,210,63,2,60,7.871505737,6,0.009121047333,1.157950044,1
45,868,62,2,62,5.208451271,6,0.01627936214,0.7954999804,1
53,1364,63,3,61,10.89016056,6,0.0228240639,1.462499976,4
56,1482,74,5,55,21.88551903,4,0.03901727498,1.980550051,2
57,2283,115,5,56,9.580809593,1,0.03542380407,1.654700041,3
45,267,43,2,65,5.36279583,9,0.009511702694,1.05795002,1
56,1794,90,5,57,20.11994362,1,0.01001243386,2.037699938,2
46,162,55,2,61,6.372194767,6,0.0184168499,1.239650011,1
47,232,59,2,64,6.394533634,6,0.03310470283,1.336949944,1
59,1700,116,7,54,10.97380257,1,0.04933468625,1.36224997,3
45,717,54,2,64,4.873876572,6,0.006159183569,0.7941499949,1
55,1431,69,4,58,20.47533417,4,0.02432563715,1.89989996,2
43,1009,66,2,59,5.05257988,3,0.001407942153,0.9952999949,1
48,1332,65,2,59,7.908875465,6,0.02596599609,1.147400022,1
49,2349,117,5,56,18.38701248,1,0.1643545181,2.597949982,3
48,686,74,2,61,4.621278763,6,0.023978265,1.16110003,1
57,2136,100,4,60,7.709267139,1,0.04804737866,1.874600053,3
47,1042,64,2,58,5.276130676,6,0.01693239063,1.047250032,1
48,45,63,2,62,6.391897678,6,0.02294127829,1.267050028,1
58,1858,95,5,57,17.35907745,1,0.004952845164,2.142549992,2
47,484,57,2,68,6.959218502,6,0.03483336046,1.442999959,1
54,2497,148,7,56,16.12587166,4,0.3646701574,3.277199984,0
43,669,61,2,61,5.142932415,6,0.01508287992,1.260900021,1
54,1749,99,5,64,16.17746353,4,0.6619779468,3.876100063,0
58,1838,114,6,54,18.14617348,1,0.0171756912,1.654450059,3
46,626,50,2,68,4.734521866,6,0.00132204406,0.8860499859,1
53,1317,74,4,65,14.86999321,4,0.008449031971,1.525449991,4
47,49,74,2,60,8.570746422,6,0.03383524343,1.341099977,1
56,1846,87,5,57,21.88551903,1,0.1515378654,2.338449955,2
47,32,68,2,64,5.982233524,6,0.003538601333,1.055799961,1
58,1365,107,5,55,12.91508484,1,0.02938494273,1.344300032,2
49,1118,84,4,59,4.643328667,4,0.03986400366,1.240949988,4
45,331,50,2,66,5.596578121,6,0.01402282342,1.162649989,1
56,2640,124,6,54,18.08596802,4,0.3656806052,3.12680006,0
47,842,72,3,60,4.749230862,6,0.01874499209,1.165949941,1
55,1989,116,7,59,13.96080685,1,0.4026251435,3.003900051,0
47,1013,70,2,68,4.874920368,3,0.006360415835,0.9084500074,1
48,1494,78,3,65,7.467814445,4,0.06035023183,1.235900044,4
47,416,43,2,70,4.822091579,6,0.002619929612,0.8126500249,1
44,713,65,2,61,5.208451271,6,0.005038698204,0.8385999799,1
53,2012,94,4,62,6.606188297,1,0.01167273615,1.729099989,4
54,1172,82,3,64,14.86999321,1,0.004361019935,1.416450024,4
56,1273,77,4,57,21.16743279,4,0.01563283429,1.561149955,2
45,699,55,2,65,4.508432388,6,0.007065908052,1.24150002,1
50,600,67,2,66,7.766949654,3,0.03381500766,1.494799972,1
44,733,53,2,64,4.297014713,6,0.004408750683,0.8307499886,1
55,2250,110,5,57,18.46917534,1,0.3644472063,3.539050102,0
57,2365,151,11,55,16.12587166,4,0.2502799332,2.943350077,3
49,1468,66,2,64,10.61996555,3,0.06782652438,1.329450011,4
42,88,44,1,74,4.771792889,6,0.00733639719,0.9315500259,1
60,2098,117,7,57,15.74886227,1,0.05051888153,1.749349952,3
49,1747,68,3,66,7.467814445,6,0.01764190942,1.201900005,4
55,1347,80,4,65,25.39999962,1,0.005428889766,1.480599999,2
56,1596,76,5,57,21.88551903,1,0.02501250617,1.983700037,2
54,1400,86,5,61,8.634547234,1,0.02624513954,1.616400003,4
46,162,55,2,65,5.36279583,6,0.02486280724,0.7888500094,1
51,1700,69,2,66,11.28345966,6,0.03189271316,1.293650031,4
46,74,79,2,61,7.871505737,3,0.009406573139,1.037799954,1
50,897,77,4,68,6.748383045,4,0.00788649451,0.8921999931,4
54,1197,71,3,62,0.6350000501,6,0.03232096508,1.302350044,4
55,1928,121,6,61,10.82009888,4,0.01281800494,1.824399948,3
52,1242,57,2,66,25.39999962,6,0.006888572127,1.44295001,4
55,1497,71,5,54,21.88551903,4,0.04492861405,2.034349918,2
57,2573,115,6,55,15.18422127,4,0.5252506137,3.208899975,0
55,2111,106,4,62,10.34131336,1,0.06203633547,1.819700003,3
49,563,63,2,68,5.502869606,6,0.00830361899,0.8904500008,1
56,2263,109,5,62,10.85290432,4,0.101846084,1.307299972,3
55,2020,91,4,59,18.38701248,4,0.2457936108,3.240350008,0
48,1009,84,2,64,5.880603313,4,0.2992156446,3.017250061,4
47,193,75,3,62,5.248128891,6,0.01086216606,1.077600002,1
47,865,67,2,60,6.637675762,6,0.0171208363,1.303200006,1
50,1165,65,3,59,11.05469418,1,0.03451868147,1.520300031,4
58,1916,105,5,55,20.81811714,4,0.02622999437,1.669499993,2
46,929,75,2,61,4.873876572,3,0.028865695,0.9325500131,1
54,1879,106,4,62,10.82009888,4,0.2335750461,2.856349945,4
52,1826,92,5,64,8.919608116,1,0.02511071786,1.675300002,4
48,705,63,2,69,6.537003994,6,0.01599822752,1.204049945,1
53,1127,76,3,59,18.45620918,6,0.01184194535,1.712200046,2
41,29,78,2,65,8.313504219,6,0.01367077976,1.504150033,1
53,2082,92,4,58,18.46917534,1,0.337231189,3.470149994,0
50,1163,76,4,59,11.05469418,1,0.04313450307,1.429949999,4
46,1107,68,2,65,4.234931946,3,0.01023731194,1.196799994,1
52,1762,102,5,61,13.96080685,4,0.5524331927,2.79975009,0
50,1502,65,3,57,10.11738777,3,0.03766875714,1.243149996,4
56,2600,115,7,55,15.18422127,4,0.5633965731,2.939199924,0
54,1365,71,5,57,22.86232758,1,0.0308299996,1.790400028,2
46,698,56,2,61,4.621278763,6,0.01731042378,1.258949995,1
47,173,54,2,64,5.36279583,9,0.01247204095,1.067899942,1
50,2332,150,7,55,12.68871689,4,0.009341418743,2.051700115,3
44,2217,112,5,60,18.38701248,1,0.1041152477,2.100600004,3
54,1914,132,10,54,18.14617348,1,0.01714551449,1.860900044,3
56,1502,90,5,55,22.31351089,1,0.03655280918,1.899250031,2
46,917,59,2,63,5.726442337,6,0.004556905478,0.9089000225,1
53,2318,133,8,56,20.57894135,4,0.0781365335,1.92445004,3
45,2259,125,5,55,18.38701248,4,0.0388815105,2.14625001,3
56,1829,100,5,55,20.11994362,1,0.01865228824,1.932899952,2
56,1893,97,5,62,4.484677315,1,0.0646142289,0.8590499759,4
55,1443,88,4,60,17.47557831,3,0.00857654959,1.612050056,2
47,1184,50,2,59,10.11738777,6,0.01814997196,1.283650041,1
46,157,64,2,65,5.36279583,6,0.03200435266,0.7689999938,1
56,1872,118,6,55,19.58197975,1,0.3531979322,2.604549885,0
49,1641,67,2,66,5.377430916,6,0.04531479999,1.669450045,1
47,109,61,2,58,6.394533634,6,0.01923661307,1.374449968,1
46,803,62,2,62,5.208451271,6,0.01274805795,0.8943499923,1
55,1883,93,4,65,9.387795448,4,0.03151948005,1.585299969,4
57,1415,80,4,52,22.19878006,1,0.01774776354,1.77579999,2
45,14,83,2,62,9.543818474,6,0.008727394976,1.290150046,1
54,1273,78,4,64,25.39999962,1,0.007679581642,1.566200018,2
59,1679,115,4,54,10.97380257,1,0.07714859396,1.386649966,3
42,2362,113,5,58,18.38701248,4,0.1154882237,2.180049896,3
47,989,66,2,62,11.05469418,6,0.01579897478,1.373649955,1
56,1850,89,6,58,18.25143433,3,0.01762809046,1.712000012,2
48,443,59,2,69,7.585030556,6,0.01495126076,1.268399954,1
47,534,63,2,65,5.29102087,6,0.003874122165,0.8177499771,1
49,712,57,2,69,7.301342487,6,0.02317721024,1.342100024,1
47,21,82,5,62,9.543818474,6,0.01394680142,1.246250033,1
52,2278,112,4,63,9.759883881,4,0.03456291184,1.730999947,4
58,2706,118,6,55,17.76881218,4,0.5598240495,3.596050024,0
55,1982,91,5,57,19.92481995,1,0.258733958,3.536299944,0
55,1292,66,4,58,20.47533417,4,0.03349990025,1.801100016,2
51,1048,75,3,65,11.05469418,1,0.006194719113,1.302150011,4
56,1485,80,4,59,10.89016056,1,0.006688854657,1.429949999,2
56,1260,74,4,57,18.79302979,1,0.02584720217,1.46934998,2
47,2598,134,8,54,16.75114441,4,0.005059400573,2.062000036,3
47,168,65,2,64,5.248128891,6,0.0176899787,1.377550006,1
44,628,61,2,66,4.873876572,6,0.01583106443,1.279350042,1
45,952,65,2,62,6.846814632,6,0.0214301534,1.157199979,1
56,1352,80,4,55,22.78585052,4,0.02774120308,1.857900023,2
56,1314,76,3,59,10.89016056,1,0.01104763523,1.619950056,2
46,188,67,2,67,8.001791954,6,0.02090907656,1.158650041,1
44,16,82,3,65,8.273741722,6,0.007333949674,1.220000029,1
46,627,60,2,68,4.397960186,6,0.00246747979,0.9115999937,1
49,1984,92,3,69,6.606188297,4,0.008958864026,1.583549976,4
52,1990,95,4,63,16.55594635,4,0.09935121983,2.464900017,4
46,224,53,1,68,7.74776125,6,0.03146383539,1.091099977,1
51,1626,79,3,65,16.55594635,4,0.4166227877,3.287750006,0
57,1743,115,7,56,20.81811714,1,0.007294703275,1.616899967,3
56,1842,99,5,56,17.2395401,1,0.008188450709,1.98664999,2
54,2418,146,8,56,17.76881218,4,0.5487034917,2.954250097,0
46,575,62,2,66,5.29102087,6,0.02290707268,1.325649977,1
46,513,60,1,66,4.734521866,6,0.01292356942,1.300750017,1
56,2471,143,8,57,17.76881218,4,0.3333409131,3.010449886,0
44,82,72,3,63,8.313504219,6,0.01349278819,1.294199944,1
47,890,60,2,65,5.726442337,6,0.003436170053,0.8650500178,1
46,658,79,3,62,7.267846584,3,0.00780939078,0.8781999946,4
46,827,58,2,66,5.208451271,3,0.004310224671,0.8842999935,1
49,1439,68,3,57,7.908875465,3,0.03156136349,1.543149948,4
55,2111,109,7,58,16.17746353,1,0.6573064923,3.555799961,0
46,275,65,2,64,5.656566143,6,0.02435762063,1.37895,1
47,896,84,2,64,7.766949654,1,0.02794431709,1.42809999,4
49,1731,74,3,66,11.28345966,3,0.02300217375,1.267199993,4
49,234,67,2,63,4.577061176,6,0.01503895875,1.247900009,1
51,1899,93,2,66,8.919608116,4,0.02015431225,1.707299948,4
55,1334,83,4,58,13.50076485,1,0.03408260271,1.454300046,2
44,992,60,2,65,5.912354946,6,0.03288120031,1.430750012,1
48,837,57,2,64,5.726442337,6,0.00233918801,0.9409999847,1
51,722,78,4,67,11.45661259,4,0.06078637764,1.16505003,4
48,840,61,2,66,5.726442337,4,0.004771837499,1.213549972,1
47,739,49,2,63,4.508432388,6,0.002263152041,0.8842999935,1
56,2172,109,4,62,16.18502426,4,0.3066570759,3.168200016,0
57,1845,104,7,57,18.35881233,3,0.02921505831,1.685899973,3
47,845,64,2,61,5.912354946,6,0.02016833797,1.36469996,1
49,540,58,1,71,6.663610458,6,0.01169224456,1.188750029,1
48,808,56,2,65,4.508432388,6,0.003399146954,0.8835499883,1
45,234,56,1,65,6.565292358,9,0.01363609731,1.192600012,1
55,1358,69,3,57,11.69568157,4,0.002498160349,1.482800007,2
56,2185,96,4,57,18.46917534,1,0.4146054089,3.448499918,0
46,738,53,2,62,5.142932415,6,0.006177053787,0.8148499727,1
57,1800,102,6,56,18.35881233,1,0.02129948884,1.79764998,3
49,1546,86,4,55,6.495947361,6,0.009037129581,1.117650032,4
53,1996,107,4,62,10.82009888,1,0.008106221445,1.912299991,4
56,1366,74,4,57,11.69568157,4,0.004038659856,1.536200047,2
60,1679,125,5,55,14.75756168,1,0.07262547314,1.305750012,3
50,1294,83,4,69,4.963163376,1,0.01705607958,1.36864996,4
47,158,58,2,61,7.871505737,9,0.02872346342,1.349149942,1
55,1665,80,4,61,15.75392628,1,0.01599029824,1.633200049,2
48,83,81,2,57,8.570746422,6,0.02056685463,1.41474998,1
46,656,62,2,65,4.508432388,6,0.002407719847,0.9157500267,1
56,2518,143,8,58,10.34131336,4,0.03719388321,2.037800074,3
56,1387,87,5,56,11.69568157,4,0.007985669188,1.523699999,2
57,1590,100,5,55,18.14617348,1,0.007712276187,1.654950023,2
56,2071,119,7,57,12.98832226,1,0.6591218114,3.656049967,0
47,880,57,2,64,5.726442337,6,0.003949998412,0.894200027,1
45,871,60,2,64,6.637675762,6,0.032884188,1.291100025,1
48,432,59,2,73,7.585030556,6,0.01644833758,1.300449967,1
56,2148,98,4,62,16.18502426,1,0.3015381992,3.030750036,0
55,2135,93,3,59,18.38701248,4,0.4096885622,3.610399961,0
46,1186,66,2,67,4.530303001,6,0.02045897581,1.153349996,1
57,1559,93,6,54,22.31351089,1,0.01751805097,1.898699999,2
50,1392,74,3,61,6.495947361,3,0.01067873277,1.215549946,4
58,1807,101,5,56,20.81811714,1,0.01665543206,1.502550006,2
45,73,66,3,62,8.570746422,6,0.02678390034,1.388700008,1
57,1805,115,5,55,16.26383781,1,0.4487917125,2.636749983,0
44,597,52,2,66,5.086588383,6,0.01688844897,1.02699995,1
47,1166,57,2,60,5.276130676,6,0.03167808428,1.492949963,1
46,47,67,2,59,7.281767368,9,0.008076150902,1.420449972,1
56,1308,73,4,58,21.16743279,1,0.02667206153,1.360849977,2
46,877,84,3,61,4.643328667,6,0.03060172126,0.9692999721,1
46,272,53,2,66,5.898396492,6,0.02672395669,1.400099993,1
45,680,57,2,66,4.297014713,6,0.003250437789,0.8531000018,1
43,174,54,2,62,6.774927139,6,0.02171703056,1.320899963,1
56,1812,104,5,58,18.35881233,1,0.0187164098,1.710150003,2
52,1898,100,4,64,16.55594635,4,0.3796123266,3.136699915,0
56,1591,75,4,62,22.86232758,4,0.04290704429,1.914199948,2
53,1165,67,2,61,18.11284447,6,0.009555865079,1.318099976,4
54,1299,74,4,57,22.06632042,4,0.02818693034,1.83829999,2
47,92,62,2,65,6.372194767,6,0.0174555555,1.426849961,1
56,1330,71,5,56,21.16743279,1,0.01999264397,1.76485002,2
48,558,63,2,67,5.29102087,6,0.01596184261,1.305349946,1
47,2241,134,7,53,14.26134014,4,0.01085772924,2.002399921,3
50,2019,98,5,58,18.38701248,1,0.05539413542,2.352900028,2
46,58,59,2,59,6.394533634,6,0.01672517881,1.643149972,1
50,1077,76,2,70,11.05469418,1,0.01428766735,1.233950019,4
55,1297,84,5,61,11.69568157,1,0.01697349548,1.561550021,2
58,1999,118,7,55,20.81811714,1,0.01869489998,1.711799979,3
54,1540,98,4,57,10.63206768,1,0.07673436403,1.341899991,2
55,1357,81,4,60,25.39999962,1,0.004087702837,1.495499969,2
51,957,65,3,62,4.382484436,6,0.007809166797,0.8645499945,1
56,2575,131,8,55,17.76881218,4,0.6384512186,3.775650024,0
44,573,64,2,65,5.005792141,6,0.002260669367,0.9382500052,1
45,955,56,2,62,5.912354946,6,0.03916127235,1.257150054,1
44,1028,59,2,58,5.05257988,6,0.00811818894,0.9363999963,1
45,9,84,4,58,9.543818474,6,0.01727967896,1.364599943,1
46,571,54,2,64,5.086588383,6,0.01137007866,1.169549942,1
57,2325,136,10,53,20.57894135,1,0.0239394363,1.94204998,3
57,2269,126,7,56,18.1607132,1,0.5840131044,2.953000069,0
57,1531,73,5,57,22.86232758,1,0.01707484014,1.889449954,2
53,1506,85,4,63,12.68012905,4,0.5300024748,3.267349958,0
50,1400,82,4,54,5.56032896,3,0.0129189929,1.170799971,4
55,2171,91,5,63,18.46917534,1,0.3408768773,3.460750103,0
47,103,61,2,66,5.36279583,6,0.01030662842,0.7928000093,1
53,1153,86,3,58,14.86999321,1,0.003947957885,1.445150018,2
60,1699,115,5,58,14.75756168,1,0.07142806053,1.279850006,3
48,1113,59,2,64,4.530303001,3,0.02656801976,1.246399999,1
47,730,57,2,65,7.301342487,6,0.02017874271,1.297399998,1
54,1321,76,3,57,11.69568157,1,0.00399091281,1.505550027,2
49,736,75,2,66,7.766949654,1,0.03091040067,1.420699954,4
48,1193,61,2,60,11.05469418,6,0.05463246256,1.358150005,1
50,1235,71,4,69,6.031561852,1,0.01181690861,0.8029500246,4
52,1374,89,4,65,12.61479092,4,0.2157894522,2.203049898,4
56,1828,96,5,57,20.11994362,1,0.007216510363,2.055550098,2
47,897,71,4,67,6.748383045,1,0.01483723149,0.9218000174,4
55,2619,116,6,56,11.64798927,4,0.03061357141,1.760349989,3
51,1202,75,2,61,18.32628441,6,0.01431698818,1.505200028,4
52,1112,80,3,60,11.19084549,1,0.06337734312,1.355000019,4
43,4,69,2,66,0.6350000501,6,0.005708574783,1.301599979,1
55,1897,112,6,57,13.96080685,1,0.5739971399,3.554349899,0
57,2187,127,5,54,18.08596802,1,0.2715778351,2.825700045,0
46,655,65,2,64,4.508432388,6,0.001850171597,0.9368500113,1
56,1719,88,4,57,21.88551903,1,0.1742681563,2.225500107,2
52,1754,94,6,62,13.96080685,4,0.4298440516,2.806250095,0
57,1825,87,7,57,18.35881233,6,0.02740251459,1.672449946,3
48,81,66,2,59,6.394533634,6,0.03649925441,1.57009995,1
58,1974,113,7,56,18.35881233,1,0.009237319231,1.706500053,3
46,543,60,1,65,7.68307972,6,0.02974642068,1.355700016,1
58,1855,107,5,54,20.81811714,4,0.006111995317,1.741050005,2
49,1084,69,2,63,12.68012905,6,0.334145844,2.641949892,1
60,1443,110,4,56,13.87384796,1,0.0480030328,1.375749946,2
55,2127,94,3,60,18.38701248,1,0.3862611055,3.296999931,0
55,2131,115,6,56,19.58197975,1,0.3831893206,2.87045002,0
47,1246,60,3,63,4.530303001,6,0.007319643628,1.154600024,1
56,1620,111,6,55,18.14617348,1,0.009439322166,1.580350041,3
52,947,70,3,64,5.673066616,6,0.0243643932,1.257200003,1
48,460,55,2,69,4.822091579,6,0.006714567542,0.7602499723,1
55,2497,129,9,56,9.759883881,4,0.06076481566,1.856150031,3
56,1348,69,4,56,22.78585052,1,0.02539393306,1.837849975,2
47,1912,103,5,57,12.68871689,1,0.009010563605,2.058500051,3
50,1957,97,3,69,6.775710106,4,0.01439833362,1.682199955,4
49,1140,92,5,61,8.634547234,1,0.01586458459,1.322600007,4
47,686,56,2,68,6.537003994,6,0.007544402499,1.148049951,1
48,1727,76,4,66,8.339187622,4,0.01788461208,1.547099948,4
48,669,56,2,65,6.537003994,6,0.01085952856,1.203600049,1
57,1905,91,4,60,18.25143433,4,0.01616219617,1.83130002,2
45,205,52,1,62,7.871505737,9,0.0169410836,1.165599942,1
59,1455,108,4,55,10.97380257,1,0.06414210051,1.346250057,2
54,1166,81,3,52,18.79302979,1,0.02090070769,1.467000008,2
43,972,59,2,63,5.05257988,6,0.006892100908,0.9746000171,1
46,731,58,2,69,4.297014713,6,0.003701564157,0.9382500052,1
47,821,72,2,60,4.643328667,6,0.01715071313,0.9595000148,1
52,1252,86,4,60,13.50076485,1,0.03064094484,1.426450014,2
46,710,55,2,67,4.508432388,6,0.003838850418,0.8651999831,1
56,2186,100,5,56,19.86532021,1,0.5178239942,3.408299923,0
57,2536,114,5,55,18.08596802,4,0.5747192502,3.678250074,0
46,630,55,2,67,7.585030556,6,0.01552468259,1.233450055,1
49,650,52,2,66,6.959218502,6,0.03099889494,1.211750031,1
56,1866,91,5,58,17.2395401,1,0.0111073833,2.157700062,2
